,Unnamed: 0,url,price,course_by,title,skills,ratings,reviews,"level, type and duration",clean_title
232,232,https://www.coursera.org/learn/mentaliser,Free,University of Geneva,Mentaliser : de la théorie à l’intervention clinique,"Probability & Statistics, General Statistics, Epidemiology, Business Psychology",4.9,(119 reviews),Beginner · Course · 1-3 Months,Mentaliser  de la thorie  lintervention clinique
233,233,https://www.coursera.org/learn/egypt,Free,Universitat Autònoma de Barcelona,Egiptología (Egyptology),,4.9,(1.4k reviews),Beginner · Course · 1-3 Months,Egiptologa Egyptology
234,234,https://www.coursera.org/learn/statistical-inferences,Free,Eindhoven University of Technology,Improving your statistical inferences,"Probability & Statistics, Statistical Tests, General Statistics, R Programming, Statistical Programming, Bayesian Statistics, Data Analysis, Probability Distribution, Statistical Analysis, Bayesian Network, Business Analysis, Experiment, Machine Learning",4.9,(750 reviews),Intermediate · Course · 1-3 Months,Improving statistical inferences
235,235,https://www.coursera.org/learn/geopolitics-europe,Free,Sciences Po,Geopolitics of Europe,"General Statistics, Probability & Statistics, Data Visualization, Geostatistics, Leadership and Management",4.4,(608 reviews),Mixed · Course · 1-3 Months,Geopolitics Europe
236,236,https://www.coursera.org/learn/data-analytics-for-lean-six-sigma,Free,University of Amsterdam,Data Analytics for Lean Six Sigma,"Probability & Statistics, Data Visualization, General Statistics, Statistical Visualization, Data Analysis, Basic Descriptive Statistics, Correlation And Dependence, Statistical Tests, Probability Distribution, Regression, Statistical Analysis, Business Analysis, Business Psychology, Entrepreneurship, Experiment, Leadership and Management, Minitab, Operations Management, Organizational Development, Planning, Plot (Graphics), Statistical Programming, Strategy and Operations, Supply Chain and Logistics",4.8,(3k reviews),Beginner · Course · 1-3 Months,Data Analytics Lean Sigma
237,237,https://www.coursera.org/learn/ai-ethics,Free,Lund University,Artificial Intelligence: Ethics & Societal Challenges,,4.6,(36 reviews),Beginner · Course · 1-4 Weeks,Artificial Intelligence Ethics  Societal Challenges
238,238,https://www.coursera.org/learn/logic-introduction,Free,Stanford University,Introduction to Logic,"Mathematics, Computational Logic, Project Management, Strategy and Operations, Theoretical Computer Science",4.4,(614 reviews),Intermediate · Course · 1-3 Months,Introduction Logic
239,239,https://www.coursera.org/learn/breast-cancer-causes-prevention,Free,Yale University,Introduction to Breast Cancer,"Epidemiology, Probability & Statistics",4.9,(1.2k reviews),Mixed · Course · 1-3 Months,Introduction Breast Cancer
240,240,https://www.coursera.org/learn/youth-health,Free,The University of Melbourne,Global Adolescent Health,,4.8,(103 reviews),Beginner · Course · 1-3 Months,Global Adolescent Health
241,241,https://www.coursera.org/learn/social-economic-networks,Free,Stanford University,Social and Economic Networks:  Models and Analysis,"Computer Networking, Mathematics, Network Analysis, Network Model, Graph Theory, Accounting, Epidemiology, Game Theory, Human Resources, Probability & Statistics",4.8,(698 reviews),Advanced · Course · 1-3 Months,Social Economic Networks Models Analysis
242,242,https://www.coursera.org/learn/hablar-bien-en-publico,Free,Universitat Autònoma de Barcelona,Cómo hablar bien en público,Communication,4.8,(1.9k reviews),Beginner · Course · 1-3 Months,Cmo hablar bien en pblico
243,243,https://www.coursera.org/learn/ai-business-future-of-work,Free,Lund University,"AI, Business & the Future of Work","Machine Learning, Applied Machine Learning, Theoretical Computer Science, Algorithms, Human Computer Interaction, Probability & Statistics, Statistical Tests, Mathematics",4.6,(76 reviews),Beginner · Course · 1-4 Weeks,AI Business  Future Work
244,244,https://www.coursera.org/learn/planetary-health-for-nurses-ysn,Free,Yale University,Planetary Health for Nurses,,,,Intermediate · Course · 1-3 Months,Planetary Health Nurses
245,245,https://www.coursera.org/learn/ancient-marine-reptiles,Free,University of Alberta,Paleontology: Ancient Marine Reptiles,,4.9,(1.2k reviews),Mixed · Course · 1-4 Weeks,Paleontology Ancient Marine Reptiles
246,246,https://www.coursera.org/learn/glasscock,Free,Rice University,English and Academic Preparation - Pre-Collegiate,"Communication, Writing",4.6,(171 reviews),Beginner · Course · 1-4 Weeks,English Academic Preparation  PreCollegiate
247,247,https://www.coursera.org/learn/revisao-sistematica,Free,Universidade Estadual de Campinas,Revisão Sistemática e Meta-análise,"Entrepreneurship, General Statistics, Leadership and Management, Planning, Probability & Statistics, Supply Chain and Logistics, Business Analysis, Communication, Process Analysis, Writing, Data Analysis, Statistical Analysis",4.9,(2.6k reviews),Intermediate · Course · 1-3 Months,Reviso Sistemtica e Metaanlise
248,248,https://www.coursera.org/learn/microeconomics-part2,Free,University of Pennsylvania,Microeconomics: When Markets Fail,"Behavioral Economics, Business Psychology, Leadership and Management",4.8,(574 reviews),Mixed · Course · 1-3 Months,Microeconomics Markets Fail
249,249,https://www.coursera.org/learn/transmedia-storytelling,Free,UNSW Sydney (The University of New South Wales),"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences","Communication, Computer Graphics, Creativity, Entrepreneurship, Human Computer Interaction, Interactive Design, Leadership and Management, Marketing, Research and Design, Sales, Storytelling, Strategy, Strategy and Operations, Writing",4.7,(766 reviews),Mixed · Course · 1-3 Months,Transmedia Storytelling Narrative worlds emerging technologies global audiences
250,250,https://www.coursera.org/learn/cuidado-heridas,Free,Universidad Nacional Autónoma de México,Cuidado de heridas en el ámbito hospitalario,,4.8,(1.9k reviews),Intermediate · Course · 1-4 Weeks,Cuidado de heridas en el mbito hospitalario
251,251,https://www.coursera.org/learn/internetgiants,Free,The University of Chicago,Internet Giants: The Law and Economics of Media Platforms,"Computer Graphics, Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Human Computer Interaction, Behavioral Economics, Business Psychology, Computer Networking, Finance, Regulations and Compliance, Virtual Reality",4.8,(1k reviews),Mixed · Course · 1-3 Months,Internet Giants Law Economics Media Platforms
252,252,https://www.coursera.org/learn/roman-architecture,Free,Yale University,Roman Architecture,"Business Psychology, Culture, Leadership and Management, Data Architecture, Data Management",4.9,(571 reviews),Beginner · Course · 3-6 Months,Roman Architecture
253,253,https://www.coursera.org/learn/solid-waste-management,Free,École Polytechnique Fédérale de Lausanne,Municipal Solid Waste Management in Developing Countries,"Leadership and Management, Entrepreneurship, Sales, Account Management, Accounting, Audit, Innovation, Marketing, Planning, Research and Design, Strategy, Strategy and Operations",4.8,(3.2k reviews),Intermediate · Course · 1-3 Months,Municipal Solid Waste Management Developing Countries
254,254,https://www.coursera.org/learn/global-marketing-building-iconic-brands,Free,University of Illinois at Urbana-Champaign,Global Marketing: Building Iconic Brands,"Marketing, Brand Management, Communication, Entrepreneurship, Market Research, Research and Design, Advertising, Business Psychology, Culture, Leadership and Management, Marketing Management",4.8,(37 reviews),Mixed · Course · 1-3 Months,Global Marketing Building Iconic Brands
255,255,https://www.coursera.org/learn/basic-chemistry,Free,Duke University,Introduction to Chemistry:  Structures and Solutions,"Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Mathematics, Business Analysis, Critical Thinking, Strategy and Operations",4.7,(461 reviews),Beginner · Course · 1-3 Months,Introduction Chemistry Structures Solutions
256,256,https://www.coursera.org/learn/big-history,Free,Macquarie University,Big History: Connecting Knowledge,"Business Analysis, Business Psychology, Critical Thinking, Entrepreneurship, Human Learning, Strategy and Operations",4.8,(1.7k reviews),Mixed · Course · 1-3 Months,Big History Connecting Knowledge
257,257,https://www.coursera.org/learn/script-writing,Free,Michigan State University,Script Writing: Write a Pilot Episode for a TV or Web Series (Project-Centered Course),"Communication, Creativity, Entrepreneurship, Research and Design, Writing",4.5,(694 reviews),Mixed · Course · 1-3 Months,Script Writing Write Pilot Episode TV Web Series ProjectCentered Course
258,258,https://www.coursera.org/learn/power-and-foreign-policy-in-international-relations,Free,O.P. Jindal Global University,Power and Foreign Policy in International Relations,,,,Beginner · Course · 1-3 Months,Power Foreign Policy International Relations
259,259,https://www.coursera.org/learn/western-christianity-200-1650,Free,Yale University,A Journey through Western Christianity: from Persecuted Faith to Global Religion (200 - 1650),"Business Psychology, Culture, Leadership and Management, Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",4.8,(580 reviews),Beginner · Course · 1-3 Months,Journey Western Christianity Persecuted Faith Global Religion 200  1650
260,260,https://www.coursera.org/learn/history-of-medicine,Free,"University of California, Santa Cruz","The History of Medicine: Philosophy, Science, and Psychology",,,,Beginner · Course · 1-3 Months,History Medicine Philosophy Science Psychology
261,261,https://www.coursera.org/learn/diabetes-essential-facts,Free,University of Copenhagen,Diabetes – the Essential Facts,,4.7,(2k reviews),Beginner · Course · 1-4 Weeks,Diabetes  Essential Facts
262,262,https://www.coursera.org/learn/artinquiry,Free,The Museum of Modern Art,Art & Inquiry: Museum Teaching Strategies For Your Classroom,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations, Business Psychology, Entrepreneurship, Human Learning, Human Resources, Leadership and Management, People Development",4.7,(431 reviews),Mixed · Course · 1-4 Weeks,Art  Inquiry Museum Teaching Strategies Classroom
263,263,https://www.coursera.org/learn/empresas-familiares,Free,Universidad Nacional Autónoma de México,Empresas familiares,"Project Management, Strategy and Operations",,,Beginner · Course · 1-4 Weeks,Empresas familiares
264,264,https://www.coursera.org/learn/mindshift,Free,McMaster University,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,"Business Psychology, Entrepreneurship, Human Learning, Communication, Emotional Intelligence, Leadership and Management",4.8,(12.3k reviews),Beginner · Course · 1-4 Weeks,Mindshift Break Obstacles Learning Discover Hidden Potential
265,265,https://www.coursera.org/learn/corrosion,Free,University of Manchester,Protecting the World: Introducing Corrosion Science and Engineering,"Material Handling, Feature Engineering, Graph Theory, Machine Learning, Mathematics, Entrepreneurship, Market Research, Research and Design, Big Data, Data Management, Data Visualization, Scientific Visualization",4.6,(766 reviews),Intermediate · Course · 1-4 Weeks,Protecting World Introducing Corrosion Science Engineering
