,Unnamed: 0,url,price,course_by,title,skills,ratings,reviews,"level, type and duration",clean_title
429,429,https://www.coursera.org/learn/epistemology,Free,Erasmus University Rotterdam,The Epistemic Quest for Truth: Introduction to epistemology,,4.6,(7 reviews),Beginner · Course · 1-3 Months,Epistemic Quest Truth Introduction epistemology
430,430,https://www.coursera.org/learn/nanotechnology,Free,Duke University,Nanotechnology: A Maker’s Course,Probability & Statistics,4.8,(2.7k reviews),Mixed · Course · 1-3 Months,Nanotechnology Makers Course
431,431,https://www.coursera.org/learn/aulaconstructivista,Free,Pontificia Universidad Católica de Chile,Hacia una práctica constructivista en el aula,Human Learning,4.9,(1.6k reviews),Mixed · Course · 1-3 Months,Hacia una prctica constructivista en el aula
432,432,https://www.coursera.org/learn/wharton-crowdfunding,Free,University of Pennsylvania,Crowdfunding,"Entrepreneurial Finance, Entrepreneurship, Finance, Investment Management",4.6,(373 reviews),Mixed · Course · 1-4 Weeks,Crowdfunding
433,433,https://www.coursera.org/learn/shaping-urban-futures,Free,Indian Institute for Human Settlements,Shaping Urban Futures,"Entrepreneurship, Leadership and Management, Planning, Supply Chain and Logistics, Big Data, Data Management",4.8,(13 reviews),Intermediate · Course · 1-3 Months,Shaping Urban Futures
434,434,https://www.coursera.org/learn/competencias-digitales-ofimatica-excel,Free,Universitat Autònoma de Barcelona,Competencias digitales de ofimática: Microsoft Excel,"Business Analysis, Data Analysis, Data Analysis Software, Microsoft Excel, Spreadsheet Software",4.8,(567 reviews),Beginner · Course · 1-3 Months,Competencias digitales de ofimtica Microsoft Excel
435,435,https://www.coursera.org/learn/energy-business,Free,University of Colorado System,Fundamentals of Global Energy Business,"Entrepreneurship, Leadership and Management, Marketing, Decision Making, Market Analysis, Market Research, Research and Design, Sales, Strategy, Strategy and Operations",4.6,(466 reviews),Mixed · Course · 1-3 Months,Fundamentals Global Energy Business
436,436,https://www.coursera.org/learn/startup-financing-without-vc,Free,University of London,How to Finance and Grow Your Startup – Without VC,"Entrepreneurship, Finance, Leadership and Management",4.6,(445 reviews),Beginner · Course · 1-3 Months,Finance Grow Startup  VC
437,437,https://www.coursera.org/learn/written-constitution,Free,Yale University,America's Written Constitution,,4.8,(419 reviews),Mixed · Course · 3-6 Months,Americas Written Constitution
438,438,https://www.coursera.org/learn/como-autoconstruir-tu-vivienda,Free,Universidad Nacional Autónoma de México,Cómo autoconstruir tu vivienda,"Entrepreneurship, Leadership and Management, Planning, Supply Chain and Logistics",4.8,(3.2k reviews),Mixed · Course · 1-4 Weeks,Cmo autoconstruir tu vivienda
439,439,https://www.coursera.org/learn/design-language,Free,California Institute of the Arts,The Language of Design: Form and Meaning,"Communication, Computer Graphics, Graphic Design, Research and Design, Visual Design, Design and Product",4.6,(675 reviews),Beginner · Course · 1-3 Months,Language Design Form Meaning
440,440,https://www.coursera.org/learn/gestion-organizaciones-efectivas,Free,Pontificia Universidad Católica de Chile,Gestión de organizaciones efectivas,"Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Business Psychology, Organizational Development, Adaptability, Innovation, Research and Design",4.7,(2k reviews),Mixed · Course · 1-3 Months,Gestin de organizaciones efectivas
441,441,https://www.coursera.org/learn/linux-kernel-programming-yocto-project,Free,University of Colorado Boulder,Linux Kernel Programming and Introduction to Yocto Project,"Linux, Operating Systems, Theoretical Computer Science, Algorithms, Systems Design",,,Advanced · Course · 1-4 Weeks,Linux Kernel Programming Introduction Yocto Project
442,442,https://www.coursera.org/learn/farmaco-odontologos,Free,Universidad Nacional Autónoma de México,Farmacología para odontólogos,,4.8,(901 reviews),Mixed · Course · 1-4 Weeks,Farmacologa para odontlogos
443,443,https://www.coursera.org/learn/mastering-statics,Free,The Hong Kong University of Science and Technology,Mastering Statics,"Mathematics, Mathematical Theory & Analysis",4.7,(149 reviews),Intermediate · Course · 1-3 Months,Mastering Statics
444,444,https://www.coursera.org/learn/innovacion-docencia-universitaria,Free,Universitat de Barcelona,Claves para la innovación en la docencia universitaria,"Entrepreneurship, Innovation, Problem Solving, Research and Design",4.8,(1.3k reviews),Mixed · Course · 1-3 Months,Claves para la innovacin en la docencia universitaria
445,445,https://www.coursera.org/learn/facebook-social-media-marketing-capstone,Free,Meta,Meta Social Media Marketing Capstone,"Communication, Marketing, Advertising, Business Communication, Digital Marketing, Social Media",4.8,(398 reviews),Beginner · Course · 1-4 Weeks,Meta Social Media Marketing Capstone
446,446,https://www.coursera.org/learn/como-hacer-una-tesis,Free,Universidad Nacional Autónoma de México,Cómo hacer una tesis,,4.8,(1.5k reviews),Beginner · Course · 1-3 Months,Cmo hacer una tesis
447,447,https://www.coursera.org/learn/ingenieria-gastronomica-ciencia-cocina,Free,Pontificia Universidad Católica de Chile,Introducción a la Ingeniería Gastronómica - ¡Ciencia en la Cocina!,,4.9,(44 reviews),Mixed · Course · 1-4 Weeks,Introduccin la Ingeniera Gastronmica  Ciencia en la Cocina
448,448,https://www.coursera.org/learn/spectroscopy,Free,University of Manchester,Introduction to Molecular Spectroscopy,,4.7,(2.3k reviews),Intermediate · Course · 1-4 Weeks,Introduction Molecular Spectroscopy
449,449,https://www.coursera.org/learn/towards-agenda-2030,Free,Università Bocconi,Management of International Development: Towards Agenda 2030,"Leadership and Management, Entrepreneurship, Business Psychology, Human Resources, Organizational Development, Finance, Investment Management, Marketing, People Development, Recruitment, Sales, Strategy, Strategy and Operations",4.7,(107 reviews),Mixed · Course · 1-3 Months,Management International Development Agenda 2030
450,450,https://www.coursera.org/learn/plant-biology,Free,Tel Aviv University,Understanding Plants - Part II: Fundamentals of Plant Biology,,4.8,(1.1k reviews),Intermediate · Course · 1-4 Weeks,Understanding Plants  II Fundamentals Plant Biology
451,451,https://www.coursera.org/learn/japanese-language-1,Free,The University of Tokyo,Let’s Read! Learning Japanese through Science & Technology-1,,4.9,(40 reviews),Intermediate · Course · 1-3 Months,Lets Read Learning Japanese Science  Technology1
452,452,https://www.coursera.org/learn/sports-building-aerodynamics,Free,Eindhoven University of Technology,Sports and Building Aerodynamics,"Experiment, Machine Learning, Probability & Statistics",4.8,(256 reviews),Intermediate · Course · 1-3 Months,Sports Building Aerodynamics
453,453,https://www.coursera.org/learn/sustainable-tourism,Free,University of Copenhagen,Sustainable Tourism – promoting environmental public health,Data Analysis,4.7,(1.2k reviews),Beginner · Course · 1-4 Weeks,Sustainable Tourism  promoting environmental public health
454,454,https://www.coursera.org/learn/cats-and-dogs,Free,The University of Edinburgh,The Truth About Cats and Dogs,Communication,4.8,(2.2k reviews),Mixed · Course · 1-3 Months,Truth Cats Dogs
455,455,https://www.coursera.org/learn/music-as-biology,Free,Duke University,Music as Biology: What We Like to Hear and Why,"BlockChain, Business Psychology, Combinatorics, Computer Graphics, Culture, Entrepreneurship, Finance, Graph Theory, Graphic Design, Human Computer Interaction, Interactive Design, Leadership and Management, Marketing, Mathematical Theory & Analysis, Mathematics, Sales, Strategy, Strategy and Operations, Virtual Reality",4.3,(658 reviews),Mixed · Course · 1-3 Months,Music Biology Like Hear
456,456,https://www.coursera.org/learn/ideas,Free,The Museum of Modern Art,Art & Ideas: Teaching with Themes,"Business Psychology, Culture, Leadership and Management, Business Analysis, Critical Thinking, Entrepreneurship, Research and Design, Strategy and Operations, Creativity, Human Learning, Human Resources, People Development",4.8,(436 reviews),Mixed · Course · 1-3 Months,Art  Ideas Teaching Themes
457,457,https://www.coursera.org/learn/contracts-2,Free,Yale University,American Contract Law II,"Communication, Contract Management, Strategy and Operations, Business Analysis, Business Communication, Critical Thinking, Marketing, Research and Design, Writing",4.9,(201 reviews),Beginner · Course · 1-3 Months,American Contract Law II
458,458,https://www.coursera.org/learn/brilliant-passionate-you,Free,University of Michigan,"Brilliant, Passionate You","Communication, Business Psychology, Emotional Intelligence, Entrepreneurship, Human Resources, Leadership and Management, People Development, Storytelling",4.6,(206 reviews),Beginner · Course · 1-3 Months,Brilliant Passionate
459,459,https://www.coursera.org/learn/gastronomy,Free,The Hong Kong University of Science and Technology,The Science of Gastronomy,"Design and Product, Product Management, Strategy and Operations",4.6,(695 reviews),Beginner · Course · 1-3 Months,Science Gastronomy
460,460,https://www.coursera.org/learn/introductiontoprobability,Free,University of Zurich,An Intuitive Introduction to Probability,"Probability & Statistics, Probability Distribution, General Statistics, Basic Descriptive Statistics, Bayesian Network, Bayesian Statistics, Data Analysis, Machine Learning",4.8,(1.5k reviews),Beginner · Course · 1-3 Months,Intuitive Introduction Probability
461,461,https://www.coursera.org/learn/health-humanitarianism,Free,University of Manchester,Global Health and Humanitarianism,"Data Visualization, Geovisualization, Budget Management, Entrepreneurship, Epidemiology, Finance, Innovation, Probability & Statistics, Procurement, Research and Design, Supply Chain and Logistics",4.7,(210 reviews),Beginner · Course · 1-3 Months,Global Health Humanitarianism
462,462,https://www.coursera.org/learn/introduction-to-embedded-machine-learning,Free,Edge Impulse,Introduction to Embedded Machine Learning,"Applied Machine Learning, Machine Learning, Machine Learning Algorithms, Computer Programming",4.8,(494 reviews),Intermediate · Course · 1-4 Weeks,Introduction Embedded Machine Learning
463,463,https://www.coursera.org/learn/international-business,Free,University of New Mexico,International Business I,"Leadership and Management, Entrepreneurship, Marketing, Sales, Strategy, Strategy and Operations, Business Development, Business Analysis, Business Transformation, Business Psychology, Culture",4.7,(1.9k reviews),Mixed · Course · 1-3 Months,International Business
464,464,https://www.coursera.org/learn/literacy-teaching-learning,Free,University of Illinois at Urbana-Champaign,"Literacy Teaching and Learning: Aims, Approaches and Pedagogies","Business Analysis, Business Psychology, Communication, Critical Thinking, Entrepreneurship, Human Learning, Human Resources, Leadership and Management, People Development, Planning, Research and Design, Strategy and Operations, Supply Chain and Logistics, Writing",4.4,(63 reviews),Beginner · Course · 1-4 Weeks,Literacy Teaching Learning Aims Approaches Pedagogies
465,465,https://www.coursera.org/learn/uol-public-history,Free,University of London,"Applied Public History: Places, People, Stories","Leadership and Management, Business Psychology, Communication, Culture, Strategy and Operations, Research and Design, Change Management, Collaboration, Creativity, Data Visualization, Entrepreneurship, Geovisualization, Visual Design",4.8,(71 reviews),Beginner · Course · 1-3 Months,Applied Public History Places People Stories
466,466,https://www.coursera.org/learn/teaching,Free,Commonwealth Education Trust,Foundations of Teaching for Learning: Introduction,"Business Psychology, Entrepreneurship, Human Learning, Human Resources, Leadership and Management, People Development, Business Analysis, Critical Thinking, Professional Development, Research and Design, Strategy and Operations",4.6,(724 reviews),Mixed · Course · 1-4 Weeks,Foundations Teaching Learning Introduction
467,467,https://www.coursera.org/learn/music-and-social-action,Free,Yale University,Music and Social Action,"Critical Thinking, Research and Design, Strategy and Operations, Creativity, Entrepreneurship",4.7,(161 reviews),Mixed · Course · 1-3 Months,Music Social Action
468,468,https://www.coursera.org/learn/interest-rate-models,Free,École Polytechnique Fédérale de Lausanne,Interest Rate Models,"Finance, Investment Management, Calculus, Mathematics, Accounting, Business Analysis, Data Analysis, Financial Analysis, General Statistics, Probability & Statistics",4.5,(178 reviews),Advanced · Course · 1-3 Months,Interest Rate Models
469,469,https://www.coursera.org/learn/360-vr-video-production,Free,Google AR & VR,VR and 360 Video Production,"Computer Graphics, Human Computer Interaction, Virtual Reality, Communication, Media Production, Storytelling",4.7,(813 reviews),Beginner · Course · 1-4 Weeks,VR 360 Video Production
470,470,https://www.coursera.org/learn/brasileiro-portugues,Free,Universidade Estadual de Campinas,Pluralidades em Português Brasileiro,"Business Psychology, Culture, Leadership and Management, Business Analysis, Communication, Computational Logic, Critical Thinking, Mathematical Theory & Analysis, Mathematics, Research and Design, Strategy and Operations, Theoretical Computer Science, Writing",4.8,(814 reviews),Advanced · Course · 1-3 Months,Pluralidades em Portugus Brasileiro
471,471,https://www.coursera.org/learn/estadistica-probabilidad,Free,Universidad Nacional Autónoma de México,Estadística y probabilidad,"General Statistics, Probability & Statistics",4.6,(1.4k reviews),Beginner · Course · 1-4 Weeks,Estadstica probabilidad
472,472,https://www.coursera.org/projects/use-canva-to-create-social-media-visuals-for-business,,Coursera Project Network,Use Canva to Create Social Media Visuals for Business,"Communication, Computer Graphics, Entrepreneurship, Marketing, Research and Design, Social Media, Visual Design, Digital Marketing, Graphic Design",4.5,(1.2k reviews),Beginner · Guided Project · Less Than 2 Hours,Use Canva Create Social Media Visuals Business
473,473,https://www.coursera.org/learn/formacion-pensamiento-critico,Free,Universitat Autònoma de Barcelona,La formación del pensamiento crítico en la era digital,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations, Communication, Marketing, Social Media, Human Learning",4.8,(174 reviews),Beginner · Course · 1-3 Months,La formacin del pensamiento crtico en la era digital
474,474,https://www.coursera.org/learn/parasitology,Free,Duke University,"Tropical Parasitology: Protozoans, Worms, Vectors and Human Diseases","Epidemiology, Probability & Statistics",4.7,(568 reviews),Intermediate · Course · 1-3 Months,Tropical Parasitology Protozoans Worms Vectors Human Diseases
475,475,https://www.coursera.org/learn/fundamentals-of-graphic-design-ru,Free,California Institute of the Arts,Основы графического дизайна,"Research and Design, Visual Design, Computer Graphics, Graphic Design",4.9,(282 reviews),Beginner · Course · 1-4 Weeks,  
476,476,https://www.coursera.org/learn/astronomy-technology,Free,The University of Edinburgh,AstroTech: The Science and Technology behind Astronomical Discovery,"Mathematics, Scientific Visualization",4.7,(1k reviews),Beginner · Course · 1-3 Months,AstroTech Science Technology Astronomical Discovery
477,477,https://www.coursera.org/learn/fundamentals-population-health-management,Free,Universiteit Leiden,Population Health: Fundamentals of Population Health Management,"Leadership and Management, Critical Thinking, Epidemiology, Strategy and Operations",4.3,(38 reviews),Mixed · Course · 1-3 Months,Population Health Fundamentals Population Health Management
478,478,https://www.coursera.org/learn/film-images,Free,University of London,"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies","Communication, Journalism, Business Psychology, Culture, Leadership and Management, Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",4.6,(310 reviews),Beginner · Course · 1-3 Months,Film Images  Historical Interpretation 20th Century Camera Lies
479,479,https://www.coursera.org/learn/responsible-management,Free,University of Manchester,"Managing Responsibly: Practicing Sustainability, Responsibility and Ethics",Leadership and Management,4.8,(511 reviews),Mixed · Course · 1-3 Months,Managing Responsibly Practicing Sustainability Responsibility Ethics
480,480,https://www.coursera.org/learn/chemical-biology,Free,University of Geneva,Chemical Biology,"Bioinformatics, Epidemiology, Experiment, Probability & Statistics",4.7,(103 reviews),Intermediate · Course · 1-3 Months,Chemical Biology
481,481,https://www.coursera.org/learn/black-holes-astro-101,Free,University of Alberta,Astro 101: Black Holes,"Mathematics, Data Visualization, Scientific Visualization",4.8,(962 reviews),Beginner · Course · 1-3 Months,Astro 101 Black Holes
482,482,https://www.coursera.org/learn/taiwan-law-in-focus-economy-society-and-democracy,Free,National Taiwan University,"Taiwan Law in Focus: Economy, Society and Democracy","Applied Machine Learning, Machine Learning",4.7,(13 reviews),Beginner · Course · 1-3 Months,Taiwan Law Focus Economy Society Democracy
483,483,https://www.coursera.org/learn/computer-vision-with-embedded-machine-learning,Free,Edge Impulse,Computer Vision with Embedded Machine Learning,"Computer Vision, Machine Learning, Artificial Neural Networks, Deep Learning, Estimation, General Statistics, Machine Learning Algorithms, Probability & Statistics, Computer Programming, Python Programming",4.7,(88 reviews),Intermediate · Course · 1-4 Weeks,Computer Vision Embedded Machine Learning
484,484,https://www.coursera.org/learn/3d-modeling-rhinoscript,Free,University of Michigan,Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript,"Computer Programming, Python Programming, Statistical Programming, Theoretical Computer Science, Computational Thinking, Data Management, Data Structures, Programming Principles",4.9,(76 reviews),Mixed · Course · 1-3 Months,Design Computing 3D Modeling Rhinoceros PythonRhinoscript
485,485,https://www.coursera.org/learn/water-management,Free,University of Geneva,Water Resources Management and Policy,"Leadership and Management, Entrepreneurship, Conflict Management, Human Resources",4.6,(1.1k reviews),Mixed · Course · 1-3 Months,Water Resources Management Policy
486,486,https://www.coursera.org/learn/pbc2,Free,National Taiwan University,用 Python 做商管程式設計（二）(Programming for Business Computing in Python (2)),"Computer Programming, Python Programming, Statistical Programming, Data Management, Data Structures, Theoretical Computer Science, Microsoft Excel",4.6,(233 reviews),Intermediate · Course · 1-4 Weeks, Python Programming Business Computing Python 2
487,487,https://www.coursera.org/learn/rengong-zhineng,Free,National Taiwan University,人工智慧：搜尋方法與邏輯推論 (Artificial Intelligence - Search & Logic),,4.8,(266 reviews),Beginner · Course · 1-3 Months, Artificial Intelligence  Search  Logic
488,488,https://www.coursera.org/learn/infection-prevention,Free,The University of North Carolina at Chapel Hill,Infection Prevention in Nursing Homes,"Epidemiology, Probability & Statistics",4.8,(1k reviews),Mixed · Course · 1-3 Months,Infection Prevention Nursing Homes
489,489,https://www.coursera.org/learn/mastering-digital-twins,Free,EIT Digital,Mastering Digital Twins,Machine Learning,4.1,(372 reviews),Beginner · Course · 1-4 Weeks,Mastering Digital Twins
490,490,https://www.coursera.org/learn/wireless-communications,Free,Yonsei University,Wireless Communications for Everybody,"Communication, Network Architecture, Computer Networking, Computer Architecture",4.7,(2.3k reviews),Beginner · Course · 1-3 Months,Wireless Communications Everybody
491,491,https://www.coursera.org/learn/complex-analysis,Free,Wesleyan University,Introduction to Complex Analysis,"Mathematics, Mathematical Theory & Analysis, Algebra, Calculus",4.8,(1k reviews),Intermediate · Course · 1-3 Months,Introduction Complex Analysis
492,492,https://www.coursera.org/learn/richard-schechners-introduction-to-performance-studies,Free,New York University,Richard Schechner's Introduction to Performance Studies,"Critical Thinking, Research and Design, Strategy and Operations, Communication, Business Psychology, Culture, Leadership and Management, Computer Programming, Marketing, Operating Systems, Software Engineering, Software Testing, System Programming",4.7,(55 reviews),Beginner · Course · 3-6 Months,Richard Schechners Introduction Performance Studies
493,493,https://www.coursera.org/learn/dialisis-peritoneal,Free,Universidad Nacional Autónoma de México,Diálisis peritoneal,,4.9,(868 reviews),Mixed · Course · 1-3 Months,Dilisis peritoneal
494,494,https://www.coursera.org/learn/abc-sustainability,Free,Campus BBVA,The ABC of sustainability,"Marketing, Strategy and Operations, Brand Management, Entrepreneurship, Leadership and Management, Sales, Strategy, Critical Thinking",4.4,(8 reviews),Beginner · Course · 1-4 Weeks,ABC sustainability
495,495,https://www.coursera.org/learn/ecologie-politique,Free,University of Lausanne,Ecologie Politique: défi de la durabilité pour les démocraties,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",4.7,(194 reviews),Beginner · Course · 1-4 Weeks,Ecologie Politique dfi de la durabilit pour les dmocraties
496,496,https://www.coursera.org/learn/afrique-mondialisation,Free,Sciences Po,"Afrique et mondialisation, regards croisés","Digital Marketing, Marketing",4.7,(174 reviews),Beginner · Course · 3-6 Months,Afrique et mondialisation regards croiss
497,497,https://www.coursera.org/learn/troubles-spectre-autisme-biologie-neurosciences,Free,University of Geneva,Troubles du spectre de l'autisme : biologie et neurosciences,,4.9,(103 reviews),Intermediate · Course · 1-3 Months,Troubles du spectre de lautisme  biologie et neurosciences
498,498,https://www.coursera.org/learn/antisemitism,Free,Yad Vashem,Antisemitism: From Its Origins to the Present,,4.8,(55 reviews),Beginner · Course · 1-3 Months,Antisemitism Origins Present
499,499,https://www.coursera.org/learn/geopolitique,Free,Sciences Po,Géopolitique de l'Europe,"Entrepreneurship, Leadership and Management, Communication, Econometrics, General Statistics, Market Research, Marketing, Probability & Statistics, Public Relations, Research and Design, Business Psychology, Culture, Sales, Security Engineering, Security Strategy, Strategy, Strategy and Operations",4.5,(320 reviews),Mixed · Course · 1-3 Months,Gopolitique de lEurope
500,500,https://www.coursera.org/learn/whendisastermeetsconflict,Free,Erasmus University Rotterdam,When Disaster Meets Conflict,"Conflict Management, Human Resources, Leadership and Management, Business Analysis, Critical Thinking, Research and Design, Strategy and Operations, Collaboration, Communication",4.8,(52 reviews),Intermediate · Course · 1-3 Months,Disaster Meets Conflict
501,501,https://www.coursera.org/learn/animer-seance-collaborative,Free,ESSEC Business School,Animer une séance collaborative,"Collaboration, Communication, Leadership and Management, Conflict Management, Human Resources",4.5,(512 reviews),Beginner · Course · 1-4 Weeks,Animer une sance collaborative
502,502,https://www.coursera.org/learn/learning-how-to-learn-youth,Free,Arizona State University,Learning How To Learn for Youth,"Business Psychology, Entrepreneurship, Human Learning",4.8,(2.6k reviews),Beginner · Course · 1-4 Weeks,Learning Learn Youth
503,503,https://www.coursera.org/learn/finanzen,Free,University of Zurich,Das liebe Geld - Finance im Alltag,Finance,4.7,(122 reviews),Beginner · Course · 1-3 Months,Das liebe Geld  Finance im Alltag
504,504,https://www.coursera.org/learn/financial-markets-global-fr,Free,Yale University,Marchés financiers,"Finance, Business Psychology, Risk Management, Culture, Leadership and Management",4.8,(24 reviews),Beginner · Course · 1-3 Months,Marchs financiers
505,505,https://www.coursera.org/learn/health-concepts-chinese-medicine,Free,The Hong Kong University of Science and Technology,Health Concepts in Chinese Medicine,"Data Visualization, Scientific Visualization",4.7,(337 reviews),Beginner · Course · 1-3 Months,Health Concepts Chinese Medicine
506,506,https://www.coursera.org/learn/mecanique-quantique,Free,École Polytechnique,Mécanique quantique,"General Statistics, Mathematics, Probability & Statistics, Probability Distribution",4.8,(123 reviews),Intermediate · Course · 1-3 Months,Mcanique quantique
507,507,https://www.coursera.org/learn/droits-de-lhomme,Free,University of Geneva,Introduction aux Droits de l’Homme,,4.9,(1.6k reviews),Mixed · Course · 1-3 Months,Introduction aux Droits de lHomme
508,508,https://www.coursera.org/learn/old-norse-mythology-sources,Free,University of Colorado Boulder,Old Norse Mythology in the Sources,"Business Psychology, Culture, Leadership and Management, Computer Graphics, Human Computer Interaction, Interactive Design",4.6,(187 reviews),Beginner · Course · 1-4 Weeks,Old Norse Mythology Sources
509,509,https://www.coursera.org/learn/historical-fiction,Free,University of Virginia,"Plagues, Witches, and War: The Worlds of Historical Fiction","Business Analysis, Communication, Critical Thinking, Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Storytelling, Strategy and Operations, Writing",4.6,(543 reviews),Beginner · Course · 1-3 Months,Plagues Witches War Worlds Historical Fiction
510,510,https://www.coursera.org/learn/langues-diversite,Free,University of Geneva,Langues et diversité: de la variation au plurilinguisme,,4.8,(20 reviews),Beginner · Course · 1-3 Months,Langues et diversit de la variation au plurilinguisme
511,511,https://www.coursera.org/learn/density-functional-theory,Free,École Polytechnique,Density Functional Theory,"Calculus, Mathematics",4.9,(144 reviews),Advanced · Course · 1-4 Weeks,Density Functional Theory
512,512,https://www.coursera.org/learn/humanidades-digitales,Free,Universitat Autònoma de Barcelona,Humanidades digitales,"Big Data, Data Management, Human Computer Interaction, Business Psychology, Culture, Leadership and Management, Communication, Marketing, Social Media",4.6,(798 reviews),Beginner · Course · 1-3 Months,Humanidades digitales
513,513,https://www.coursera.org/learn/knowing-the-universe,Free,University of Arizona,Knowing the Universe: History and Philosophy of Astronomy,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",,,Beginner · Course · 1-3 Months,Knowing Universe History Philosophy Astronomy
514,514,https://www.coursera.org/learn/ibm-building-cloud-native-and-multicloud,Free,IBM Skills Network,Building Cloud Native and Multicloud,"Cloud Computing, Cloud Infrastructure, Continuous Delivery, Continuous Integration, DevOps, Cloud Platforms",4.9,(10 reviews),Beginner · Course · 1-3 Months,Building Cloud Native Multicloud
515,515,https://www.coursera.org/learn/arts-culture-innovation,Free,Vanderbilt University,Leading Innovation in Arts and Culture,"Business Psychology, Communication, Creativity, Culture, Entrepreneurship, Innovation, Leadership and Management, Planning, Supply Chain and Logistics",4.4,(56 reviews),Mixed · Course · 1-3 Months,Leading Innovation Arts Culture
516,516,https://www.coursera.org/learn/risk-in-modern-society,Free,Universiteit Leiden,Risk in Modern Society,"Finance, Leadership and Management, Risk Management, Security Engineering, Cyberattacks, Entrepreneurship, Marketing, Sales, Strategy, Strategy and Operations",4.7,(186 reviews),Beginner · Course · 1-3 Months,Risk Modern Society
517,517,https://www.coursera.org/learn/chimp,Free,Duke University,Chimpanzee Behavior and Conservation,"Behavioral Economics, Business Psychology",4.9,(252 reviews),Beginner · Course · 1-3 Months,Chimpanzee Behavior Conservation
518,518,https://www.coursera.org/learn/data-management,Free,The University of North Carolina at Chapel Hill,Research Data Management and Sharing,"Data Management, Computer Networking, Security Engineering, Security Strategy",4.7,(643 reviews),Mixed · Course · 1-3 Months,Research Data Management Sharing
519,519,https://www.coursera.org/learn/negotiation-ru,Free,Yale University,Введение: как стать убедительным переговорщиком,"Communication, Marketing, Negotiation, Sales",5.0,(8 reviews),Mixed · Course · 1-3 Months,    
520,520,https://www.coursera.org/learn/russian-history-lenin-putin,Free,"University of California, Santa Cruz",Russian History: from Lenin to Putin,"Business Psychology, Culture, Leadership and Management",4.7,(686 reviews),Beginner · Course · 1-4 Weeks,Russian History Lenin Putin
521,521,https://www.coursera.org/learn/environmental-management-ethics,Free,Technical University of Denmark (DTU),Environmental Management & Ethics,"Entrepreneurship, Leadership and Management, Strategy and Operations, Finance, Regulations and Compliance, Business Analysis, Critical Thinking, Decision Making, Human Resources, Leadership Development, Marketing, People Management, Problem Solving, Project Management, Research and Design, Sales, Strategy",4.6,(326 reviews),Mixed · Course · 1-3 Months,Environmental Management  Ethics
522,522,https://www.coursera.org/learn/bioinformatics-pku,Free,Peking University,Bioinformatics: Introduction and Methods 生物信息学: 导论与方法,"Bioinformatics, Probability & Statistics, Algorithms, Theoretical Computer Science, Databases, Human Computer Interaction, Machine Learning, Markov Model, User Experience",4.4,(238 reviews),Mixed · Course · 3-6 Months,Bioinformatics Introduction Methods  
523,523,https://www.coursera.org/learn/biomedvis,Free,University of Glasgow,Biomedical Visualisation,"Data Visualization, Computer Graphics, Visualization (Computer Graphics), Human Computer Interaction, Scientific Visualization, Virtual Reality, Computer Graphic Techniques",4.6,(333 reviews),Intermediate · Course · 1-4 Weeks,Biomedical Visualisation
524,524,https://www.coursera.org/learn/ancient-greeks,Free,Wesleyan University,The Ancient Greeks,"Business Psychology, Culture, Leadership and Management",4.7,(1.9k reviews),Mixed · Course · 1-3 Months,Ancient Greeks
525,525,https://www.coursera.org/learn/microscopy,Free,École Polytechnique Fédérale de Lausanne,Transmission electron microscopy for materials science,"Algorithms, Theoretical Computer Science, Business Analysis, Process Analysis, Data Visualization, Experiment, Linear Algebra, Mathematics, Probability & Statistics, Research and Design, Scientific Visualization",4.6,(104 reviews),Intermediate · Course · 1-3 Months,Transmission electron microscopy materials science
526,526,https://www.coursera.org/learn/teaching-plan,Free,Commonwealth Education Trust,Foundations of Teaching for Learning: Planning for Teaching and Learning,"Leadership and Management, Business Psychology, Entrepreneurship, Human Learning, Human Resources, Professional Development, People Development, Accounting, Deep Learning, Leadership Development",4.8,(185 reviews),Mixed · Course · 1-3 Months,Foundations Teaching Learning Planning Teaching Learning
527,527,https://www.coursera.org/learn/unwritten-constitution,Free,Yale University,America's Unwritten Constitution,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",4.8,(254 reviews),Mixed · Course · 3-6 Months,Americas Unwritten Constitution
528,528,https://www.coursera.org/learn/analisis-sistemas-electricos-y-transicion-energetica,Free,Universidad de los Andes,Análisis de Sistemas Eléctricos y Transición Energética,,4.9,(27 reviews),Beginner · Course · 1-4 Weeks,Anlisis de Sistemas Elctricos Transicin Energtica
529,529,https://www.coursera.org/learn/circadian-clocks,Free,Ludwig-Maximilians-Universität München (LMU),Circadian clocks: how rhythms structure life,,4.8,(190 reviews),Mixed · Course · 1-3 Months,Circadian clocks rhythms structure life
530,530,https://www.coursera.org/learn/race-cultural-diversity-american-life,Free,University of Illinois at Urbana-Champaign,Race and Cultural Diversity in American Life and History,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",4.6,(294 reviews),Beginner · Course · 1-4 Weeks,Race Cultural Diversity American Life History
